query_id,logical_product_id,query_text,query_type,product_name,raw_response,relevance,justification,parse_status
37,P0179,Green color corrector to reduce redness,single_property,Bye Bye Redness Neutralizing Color-Correcting Concealer Cream,"{""relevance"": 3, ""justification"": ""The product is a green color corrector specifically designed to reduce redness, with explicit benefits for red-toned skin discolorations and rosacea. No query-relevant contradiction exists in the evidence.""}",3,"The product is a green color corrector specifically designed to reduce redness, with explicit benefits for red-toned skin discolorations and rosacea. No query-relevant contradiction exists in the evidence.",ok
3,P0749,Primer that does not pill under foundation,problem_or_negative_constraint,No Makeup Instant Blur Priming Moisturizer,"{""relevance"": 1, ""justification"": ""The product is a face primer and offers long-lasting wear and smooths skin, supporting the need for foundation compatibility. However, it has a cakey finish and oily residue, which contradicts the query's requirement of not pilling under foundation.""}",1,"The product is a face primer and offers long-lasting wear and smooths skin, supporting the need for foundation compatibility. However, it has a cakey finish and oily residue, which contradicts the query's requirement of not pilling under foundation.",ok
30,P0883,Gentle cleansing balm suitable for sensitive skin,multiple_requirements,Pro-Collagen Cleansing Balm,"{""relevance"": 1, ""justification"": ""The product is suitable for sensitive skin and removes makeup effectively, but cons directly contradict key requirements: it causes irritation and does not remove makeup effectively. These contradictions prevent high relevance.""}",1,"The product is suitable for sensitive skin and removes makeup effectively, but cons directly contradict key requirements: it causes irritation and does not remove makeup effectively. These contradictions prevent high relevance.",ok
36,P0972,Contour for dark skin tones,single_property,Shade + Light Refillable Face Contour Palette,"{""relevance"": 2, ""justification"": ""The product is a contour palette with shades suitable for dark skin tones, including deep brown (Subconscious) and taupe (Sombre), supporting the central need. However, its best uses are listed as fair/light skin tones, creating a contradiction with the query for dark skin tones.""}",2,"The product is a contour palette with shades suitable for dark skin tones, including deep brown (Subconscious) and taupe (Sombre), supporting the central need. However, its best uses are listed as fair/light skin tones, creating a contradiction with the query for dark skin tones.",ok
7,P0130,Powder blush that does not accentuate skin texture,problem_or_negative_constraint,Blushing Blush Powder Blush,"{""relevance"": 1, ""justification"": ""The product offers a natural-looking, smooth finish that does not accentuate texture, supporting the query. However, it contradicts the requirement by being described as 'glowy/radiant' and 'builds beautifully', which may accentuate skin texture, creating a direct contradiction.""}",1,"The product offers a natural-looking, smooth finish that does not accentuate texture, supporting the query. However, it contradicts the requirement by being described as 'glowy/radiant' and 'builds beautifully', which may accentuate skin texture, creating a direct contradiction.",ok
26,P0419,Champagne powder highlighter with a blinding glow for evening makeup,multiple_requirements,Glow First Priming Serum,"{""relevance"": 0, ""justification"": ""The product is a face primer, not a highlighter, and lacks champagne powder or blinding glow. It provides a luminous finish but does not meet the explicit requirement for a champagne powder highlighter with a blinding glow for evening makeup.""}",0,"The product is a face primer, not a highlighter, and lacks champagne powder or blinding glow. It provides a luminous finish but does not meet the explicit requirement for a champagne powder highlighter with a blinding glow for evening makeup.",ok
39,P0253,Color corrector that does not dry out the under-eye area,problem_or_negative_constraint,Colored Clay CC Undereye Corrector,"{""relevance"": 1, ""justification"": ""The product is a color corrector that hydrates and does not dry out the under-eye area, affirming the central need. However, cons explicitly state it 'drying/emphasizes dry patches' and 'causes irritation/burning', directly contradicting the query's requirement.""}",1,"The product is a color corrector that hydrates and does not dry out the under-eye area, affirming the central need. However, cons explicitly state it 'drying/emphasizes dry patches' and 'causes irritation/burning', directly contradicting the query's requirement.",ok
31,P0413,Makeup remover that does not sting or irritate my eyes,problem_or_negative_constraint,Gently Off Eye and Lip Makeup Remover,"{""relevance"": 1, ""justification"": ""The product is gentle and ophthalmologist-tested, supporting eye safety. However, cons explicitly state it 'causes irritation/burning,' directly contradicting the query's requirement of not stinging or irritating eyes.""}",1,"The product is gentle and ophthalmologist-tested, supporting eye safety. However, cons explicitly state it 'causes irritation/burning,' directly contradicting the query's requirement of not stinging or irritating eyes.",ok
14,P0531,Liquid foundation with a matte finish for oily skin,multiple_requirements,Infallible Pro-Matte Liquid Longwear Foundation,"{""relevance"": 3, ""justification"": ""The product is a liquid foundation with a matte finish specifically designed for oily skin, offering up to 24-hour wear and oil control. No query-relevant contradiction exists in the evidence.""}",3,"The product is a liquid foundation with a matte finish specifically designed for oily skin, offering up to 24-hour wear and oil control. No query-relevant contradiction exists in the evidence.",ok
42,P1137,Light-coverage tinted moisturizer with a dewy finish for dry skin,multiple_requirements,Tinted Moisturizer Light Revealer Natural Skin Illuminator Broad Spectrum SPF 25,"{""relevance"": 3, ""justification"": ""The product is a tinted moisturizer with a dewy, radiant finish and is explicitly formulated for dry skin. All explicit query requirements are affirmatively supported; no query-relevant contradictions exist.""}",3,"The product is a tinted moisturizer with a dewy, radiant finish and is explicitly formulated for dry skin. All explicit query requirements are affirmatively supported; no query-relevant contradictions exist.",ok
40,P0939,Product for covering rosacea,problem_or_negative_constraint,Red Rescue Color Correcting Face Primer,"{""relevance"": 3, ""justification"": ""The product is explicitly designed for rosacea/redness-prone skin and uses a green tint to minimize redness. No query-relevant contradiction exists in the evidence.""}",3,The product is explicitly designed for rosacea/redness-prone skin and uses a green tint to minimize redness. No query-relevant contradiction exists in the evidence.,ok
48,P1265,Something for oily skin,broad_or_underspecified,Your Skin But Better Foundation + Skincare,"{""relevance"": 2, ""justification"": ""The product is a foundation suitable for oily skin due to its lightweight, hydrating formula and natural finish, but cons mention a heavy feel and cakey finish, which contradicts oily skin needs. Coverage and texture issues undermine relevance for oily skin.""}",2,"The product is a foundation suitable for oily skin due to its lightweight, hydrating formula and natural finish, but cons mention a heavy feel and cakey finish, which contradicts oily skin needs. Coverage and texture issues undermine relevance for oily skin.",ok
3,P0995,Primer that does not pill under foundation,problem_or_negative_constraint,Simply Ageless Anti Aging Foundation Primer,"{""relevance"": 1, ""justification"": ""The primer is described as having a heavy, cakey finish that creases and settles into lines, directly contradicting the query requirement of not pilling under foundation. While it hydrates and prepares skin, the cons explicitly undermine the core need.""}",1,"The primer is described as having a heavy, cakey finish that creases and settles into lines, directly contradicting the query requirement of not pilling under foundation. While it hydrates and prepares skin, the cons explicitly undermine the core need.",ok
45,P0703,CC cream to even out skin tone,single_property,Mini CC+ Cream with SPF 50+,"{""relevance"": 3, ""justification"": ""The product is a CC cream with SPF 50+ that explicitly addresses uneven skin tone and offers full-coverage foundation. No query-relevant contradiction exists in the evidence.""}",3,The product is a CC cream with SPF 50+ that explicitly addresses uneven skin tone and offers full-coverage foundation. No query-relevant contradiction exists in the evidence.,ok
14,P0192,Liquid foundation with a matte finish for oily skin,multiple_requirements,Can't Stop Won't Stop 24HR Full Coverage Matte Foundation,"{""relevance"": 3, ""justification"": ""The product is a liquid foundation with a matte finish explicitly stated in benefits and designed for oily skin. No query-relevant contradiction exists in the evidence.""}",3,The product is a liquid foundation with a matte finish explicitly stated in benefits and designed for oily skin. No query-relevant contradiction exists in the evidence.,ok
45,P0186,CC cream to even out skin tone,single_property,Camo CC Cream,"{""relevance"": 3, ""justification"": ""The product is a CC cream with medium-to-full coverage and explicitly contains niacinamide to even out skin tone. No query-relevant contradiction exists in the evidence.""}",3,The product is a CC cream with medium-to-full coverage and explicitly contains niacinamide to even out skin tone. No query-relevant contradiction exists in the evidence.,ok
34,P0655,Cool-toned contour for fair skin,multiple_requirements,Match Stix Contour Skinstick,"{""relevance"": 2, ""justification"": ""The product is a contour stick suitable for fair skin and offers cool-toned shades, supporting the central need. However, shade specificity for 'cool-toned' is uncertain, and cons mention patchy/streaky finish, contradicting smooth application expectations.""}",2,"The product is a contour stick suitable for fair skin and offers cool-toned shades, supporting the central need. However, shade specificity for 'cool-toned' is uncertain, and cons mention patchy/streaky finish, contradicting smooth application expectations.",ok
5,P0912,Liquid blush,single_property,Pure Color Envy Sculpting Blush,"{""relevance"": 0, ""justification"": ""The product is described as a powder blush, not liquid. The query specifically requests liquid, which is contradicted by the product's explicit formulation.""}",0,"The product is described as a powder blush, not liquid. The query specifically requests liquid, which is contradicted by the product's explicit formulation.",ok
20,P0437,I am looking for a concealer,broad_or_underspecified,Good Apple Lightweight Full-Coverage Concealer,"{""relevance"": 3, ""justification"": ""The product is a concealer with buildable, full coverage and a natural finish, directly supporting the query. No query-relevant contradiction exists in the evidence.""}",3,"The product is a concealer with buildable, full coverage and a natural finish, directly supporting the query. No query-relevant contradiction exists in the evidence.",ok
23,P0220,Cream bronzer that does not look muddy on fair skin,problem_or_negative_constraint,Cheeks Out Freestyle Cream Bronzer,"{""relevance"": 2, ""justification"": ""The product is a cream bronzer with natural-looking finish and shades for fair skin, supporting the core need. However, cons mention a cakey and patchy finish, contradicting the 'does not look muddy' requirement.""}",2,"The product is a cream bronzer with natural-looking finish and shades for fair skin, supporting the core need. However, cons mention a cakey and patchy finish, contradicting the 'does not look muddy' requirement.",ok
26,P0313,Champagne powder highlighter with a blinding glow for evening makeup,multiple_requirements,Dior Forever Luminizer,"{""relevance"": 3, ""justification"": ""The product is a champagne powder highlighter with a high-impact iridescent glow, affirming the blinding glow and evening makeup need. No query-relevant contradiction exists in the evidence.""}",3,"The product is a champagne powder highlighter with a high-impact iridescent glow, affirming the blinding glow and evening makeup need. No query-relevant contradiction exists in the evidence.",ok
24,P0424,"Something for a glowy, natural tan",broad_or_underspecified,Glow Tape Highlighter,"{""relevance"": 2, ""justification"": ""The product provides a glowy, natural finish with diamond complex and mineral pigments, supporting the requested glowy, natural tan effect. However, it is a highlighter, not a tan product, and 'tan' is not addressed in evidence, missing a key functional requirement.""}",2,"The product provides a glowy, natural finish with diamond complex and mineral pigments, supporting the requested glowy, natural tan effect. However, it is a highlighter, not a tan product, and 'tan' is not addressed in evidence, missing a key functional requirement.",ok
46,P0723,Moisturizing BB cream with sheer coverage and SPF 30,multiple_requirements,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,"{""relevance"": 2, ""justification"": ""The product is a moisturizing BB/CC cream with SPF 30 and offers moderate coverage, supporting the core need. However, it lacks explicit evidence of sheer coverage and has cons noting a heavy, cakey finish, contradicting the sheer coverage requirement.""}",2,"The product is a moisturizing BB/CC cream with SPF 30 and offers moderate coverage, supporting the core need. However, it lacks explicit evidence of sheer coverage and has cons noting a heavy, cakey finish, contradicting the sheer coverage requirement.",ok
35,P0133,Contouring product that does not become patchy or fade quickly,problem_or_negative_constraint,Boi-ing Cakeless Full Coverage Waterproof Liquid Concealer,"{""relevance"": 1, ""justification"": ""The product is a contouring product that doesn't cake or crack, with 94% reporting no cakey finish. However, cons explicitly state 'patchy/streaky finish' and 'cakey finish', directly contradicting the query's requirement of avoiding patchiness and fading.""}",1,"The product is a contouring product that doesn't cake or crack, with 94% reporting no cakey finish. However, cons explicitly state 'patchy/streaky finish' and 'cakey finish', directly contradicting the query's requirement of avoiding patchiness and fading.",ok
40,P0567,Product for covering rosacea,problem_or_negative_constraint,Keep Me Covered Concealer,"{""relevance"": 2, ""justification"": ""The concealer covers redness and spots, supporting rosacea coverage. However, cons mention creasing and patchiness, which may fail to adequately conceal rosacea redness, contradicting coverage needs.""}",2,"The concealer covers redness and spots, supporting rosacea coverage. However, cons mention creasing and patchiness, which may fail to adequately conceal rosacea redness, contradicting coverage needs.",ok
23,P1198,Cream bronzer that does not look muddy on fair skin,problem_or_negative_constraint,TruBlend So Flushed High Pigment Bronzer,"{""relevance"": 1, ""justification"": ""The product is a cream-feel bronzer, but evidence shows it is described as a powder and has a shiny, glittery finish, contradicting the query's need for a non-muddy look on fair skin. No explicit support for avoiding a muddy appearance exists.""}",1,"The product is a cream-feel bronzer, but evidence shows it is described as a powder and has a shiny, glittery finish, contradicting the query's need for a non-muddy look on fair skin. No explicit support for avoiding a muddy appearance exists.",ok
43,P0265,Tinted moisturizer that doesn't clog pores or cause breakouts,problem_or_negative_constraint,COMPLEXION RESCUE Tinted Moisturizer Mineral SPF 30,"{""relevance"": 3, ""justification"": ""The product is a tinted moisturizer, non-comedogenic, hypoallergenic, and formulated without oil, directly addressing the need to avoid clogging pores or causing breakouts. No query-relevant contradiction exists in the evidence.""}",3,"The product is a tinted moisturizer, non-comedogenic, hypoallergenic, and formulated without oil, directly addressing the need to avoid clogging pores or causing breakouts. No query-relevant contradiction exists in the evidence.",ok
3,P0866,Primer that does not pill under foundation,problem_or_negative_constraint,Prime Focus Impossible Primer,"{""relevance"": 1, ""justification"": ""The primer is silicone-free and mattifying with hydrating properties, supporting the need to avoid pilling. However, cons mention drying and emphasizing dry patches, which contradicts the query's requirement of not pilling under foundation.""}",1,"The primer is silicone-free and mattifying with hydrating properties, supporting the need to avoid pilling. However, cons mention drying and emphasizing dry patches, which contradicts the query's requirement of not pilling under foundation.",ok
30,P1245,Gentle cleansing balm suitable for sensitive skin,multiple_requirements,Wake Up Beautiful Anywhere De-Puff & Calm Balm,"{""relevance"": 1, ""justification"": ""The product is a balm that soothes and de-puffs, supporting gentle use for sensitive skin. However, it is categorized as a face primer, not a cleansing balm, and lacks explicit cleansing function, contradicting the query's central requirement.""}",1,"The product is a balm that soothes and de-puffs, supporting gentle use for sensitive skin. However, it is categorized as a face primer, not a cleansing balm, and lacks explicit cleansing function, contradicting the query's central requirement.",ok
6,P0221,Long-lasting bright pink cream blush,multiple_requirements,Cheeky Clean Cream Blush,"{""relevance"": 3, ""justification"": ""The product is a cream blush with a long-wearing, bright pink finish and dewy texture. Clinical evidence shows 97% reported all-day wear without creasing. No query-relevant contradiction exists.""}",3,"The product is a cream blush with a long-wearing, bright pink finish and dewy texture. Clinical evidence shows 97% reported all-day wear without creasing. No query-relevant contradiction exists.",ok
4,P0176,Noncomedogenic pore-blurring product,broad_or_underspecified,Bye Bye Pores Bronzer,"{""relevance"": 2, ""justification"": ""The product addresses pore-blurring with optical blurring technology and is noncomedogenic, oil-free, and talc-free. However, it is a bronzer, not a dedicated pore-blurring product, and cons mention poor pigmentation and cakey finish, contradicting coverage and finish claims.""}",2,"The product addresses pore-blurring with optical blurring technology and is noncomedogenic, oil-free, and talc-free. However, it is a bronzer, not a dedicated pore-blurring product, and cons mention poor pigmentation and cakey finish, contradicting coverage and finish claims.",ok
12,P0192,Something to stop my makeup from looking patchy,problem_or_negative_constraint,Can't Stop Won't Stop 24HR Full Coverage Matte Foundation,"{""relevance"": 1, ""justification"": ""The product claims even-true color and matte finish to prevent patchiness, but cons explicitly state 'patchy/streaky finish' and 'difficult to blend', directly contradicting the query's need to stop makeup from looking patchy.""}",1,"The product claims even-true color and matte finish to prevent patchiness, but cons explicitly state 'patchy/streaky finish' and 'difficult to blend', directly contradicting the query's need to stop makeup from looking patchy.",ok
36,P0279,Contour for dark skin tones,single_property,Contour Palette,"{""relevance"": 3, ""justification"": ""The product is a contour palette with specific darker bronzing shades designed for dark skin tones, explicitly stated in the usage instructions. No query-relevant contradiction exists in the evidence.""}",3,"The product is a contour palette with specific darker bronzing shades designed for dark skin tones, explicitly stated in the usage instructions. No query-relevant contradiction exists in the evidence.",ok
28,P0145,Something that brightens,broad_or_underspecified,Bright Maker Brightening Primer,"{""relevance"": 3, ""justification"": ""The product explicitly states 'glow boosting properties' and 'instant and all-day brighter looking skin', directly fulfilling the query. No query-relevant contradiction exists.""}",3,"The product explicitly states 'glow boosting properties' and 'instant and all-day brighter looking skin', directly fulfilling the query. No query-relevant contradiction exists.",ok
19,P0266,Concealer that does not crease,problem_or_negative_constraint,Conceal & Define Full Coverage Concealer,"{""relevance"": 0, ""justification"": ""The product explicitly creases and settles into lines, directly contradicting the query's requirement that the concealer does not crease.""}",0,"The product explicitly creases and settles into lines, directly contradicting the query's requirement that the concealer does not crease.",ok
13,P0886,Full-coverage foundation,single_property,Pro Coverage Liquid Foundation,"{""relevance"": 1, ""justification"": ""The product offers medium to full coverage and is described as full-coverage in key features, supporting the central need. However, it has a cakey finish, heavy feel, and poor longevity, which contradict explicit requirements for full coverage without compromise on durability or finish.""}",1,"The product offers medium to full coverage and is described as full-coverage in key features, supporting the central need. However, it has a cakey finish, heavy feel, and poor longevity, which contradict explicit requirements for full coverage without compromise on durability or finish.",ok
7,P0410,Powder blush that does not accentuate skin texture,problem_or_negative_constraint,GEN NUDE Powder Blush,"{""relevance"": 3, ""justification"": ""The product explicitly states it diffuses light and creates a soft-focus, blurred effect, directly addressing the need to avoid accentuating skin texture. No query-relevant contradiction exists in the evidence.""}",3,"The product explicitly states it diffuses light and creates a soft-focus, blurred effect, directly addressing the need to avoid accentuating skin texture. No query-relevant contradiction exists in the evidence.",ok
18,P0240,Hydrating liquid concealer with full coverage for dark circles,multiple_requirements,Clean Fresh Hydrating Concealer,"{""relevance"": 1, ""justification"": ""The product is a hydrating liquid concealer that covers dark circles, supporting the central need. However, cons explicitly state 'poor/insufficient coverage' and 'heavy/thick feel', contradicting the query's requirement for full coverage.""}",1,"The product is a hydrating liquid concealer that covers dark circles, supporting the central need. However, cons explicitly state 'poor/insufficient coverage' and 'heavy/thick feel', contradicting the query's requirement for full coverage.",ok
3,P0876,Primer that does not pill under foundation,problem_or_negative_constraint,PRIME TIME Hydrate & Glow Primer,"{""relevance"": 1, ""justification"": ""The primer is described as having a soft-radiant finish and hydrating properties, but explicitly states it can 'smudge, transfer, flake' and has a 'heavy/thick feel'—directly contradicting the query requirement of not pilling under foundation.""}",1,"The primer is described as having a soft-radiant finish and hydrating properties, but explicitly states it can 'smudge, transfer, flake' and has a 'heavy/thick feel'—directly contradicting the query requirement of not pilling under foundation.",ok
3,P0007,Primer that does not pill under foundation,problem_or_negative_constraint,4-in-1 Correcting Primer Anti Blemish & Mattify,"{""relevance"": 2, ""justification"": ""The primer addresses shine control and mattifying, supporting the core need. However, it lacks explicit evidence of preventing pilling under foundation, and cons mention irritation and dryness, which may affect adhesion.""}",2,"The primer addresses shine control and mattifying, supporting the core need. However, it lacks explicit evidence of preventing pilling under foundation, and cons mention irritation and dryness, which may affect adhesion.",ok
18,P0149,Hydrating liquid concealer with full coverage for dark circles,multiple_requirements,Brightening Concealer,"{""relevance"": 3, ""justification"": ""The product is a hydrating liquid concealer with buildable coverage specifically for dark circles. All explicit query requirements are affirmatively supported; no query-relevant contradictions exist.""}",3,The product is a hydrating liquid concealer with buildable coverage specifically for dark circles. All explicit query requirements are affirmatively supported; no query-relevant contradictions exist.,ok
7,P1247,Powder blush that does not accentuate skin texture,problem_or_negative_constraint,WANDERful World Silky-Soft Powder Blush,"{""relevance"": 1, ""justification"": ""The product is a powder blush with a smooth, weightless texture that provides a soft-focus, airbrushed effect, supporting the request for a non-texturizing finish. However, it contains freshwater pearl and synthetic sapphire, which directly create a luminous, light-reflecting glow that accentuates skin texture, contradicting the query's explicit requirement.""}",1,"The product is a powder blush with a smooth, weightless texture that provides a soft-focus, airbrushed effect, supporting the request for a non-texturizing finish. However, it contains freshwater pearl and synthetic sapphire, which directly create a luminous, light-reflecting glow that accentuates skin texture, contradicting the query's explicit requirement.",ok
25,P0094,Affordable highlighter,single_property,Beauty Highlighter Wand,"{""relevance"": 1, ""justification"": ""The product is a highlighter with a glowy finish and affordable price point, supporting the query. However, cons mention poor longevity and messy application, contradicting the 'affordable' requirement which implies reliability and ease of use.""}",1,"The product is a highlighter with a glowy finish and affordable price point, supporting the query. However, cons mention poor longevity and messy application, contradicting the 'affordable' requirement which implies reliability and ease of use.",ok
17,P1007,Concealer for under the eyes,single_property,Skin Fetish: Sublime Perfection Blurring Under Eye Powder,"{""relevance"": 3, ""justification"": ""The product is a blurring under-eye powder specifically designed for under-eye coverage and brightening, with explicit support for soft-focus finish and light-reflecting properties. No query-relevant contradiction exists.""}",3,"The product is a blurring under-eye powder specifically designed for under-eye coverage and brightening, with explicit support for soft-focus finish and light-reflecting properties. No query-relevant contradiction exists.",ok
10,P0636,Mattifying setting spray that lasts all day and controls shine,multiple_requirements,Make It Last Matte - Matte Finish Charcoal Setting Spray,"{""relevance"": 3, ""justification"": ""The product is a matte finish setting spray that controls shine and lasts up to 16 hours, directly addressing the query's core requirements. No query-relevant contradictions exist in the evidence.""}",3,"The product is a matte finish setting spray that controls shine and lasts up to 16 hours, directly addressing the query's core requirements. No query-relevant contradictions exist in the evidence.",ok
30,P0915,Gentle cleansing balm suitable for sensitive skin,multiple_requirements,Pure Plush Gentle Deep Cleansing Foam,"{""relevance"": 1, ""justification"": ""The product is a cleansing foam marketed as gentle and suitable for sensitive skin, with dermatologist and ophthalmologist testing. However, cons explicitly state it 'does not remove makeup effectively' and 'can cause breakouts', directly contradicting the query's requirement for a gentle cleanser for sensitive skin.""}",1,"The product is a cleansing foam marketed as gentle and suitable for sensitive skin, with dermatologist and ophthalmologist testing. However, cons explicitly state it 'does not remove makeup effectively' and 'can cause breakouts', directly contradicting the query's requirement for a gentle cleanser for sensitive skin.",ok
37,P0939,Green color corrector to reduce redness,single_property,Red Rescue Color Correcting Face Primer,"{""relevance"": 3, ""justification"": ""The product has a green tint that minimizes redness, directly addressing the query. No contradiction exists in the evidence regarding its function or color correction.""}",3,"The product has a green tint that minimizes redness, directly addressing the query. No contradiction exists in the evidence regarding its function or color correction.",ok
3,P0875,Primer that does not pill under foundation,problem_or_negative_constraint,PRIME TIME Daily Protecting Primer Mineral SPF 30,"{""relevance"": 1, ""justification"": ""The primer is described as having a heavy, thick feel and cakey finish with poor longevity, directly contradicting the query requirement of not pilling under foundation. These cons indicate it fails the central need.""}",1,"The primer is described as having a heavy, thick feel and cakey finish with poor longevity, directly contradicting the query requirement of not pilling under foundation. These cons indicate it fails the central need.",ok
20,P0512,I am looking for a concealer,broad_or_underspecified,I am Magic Mini Concealer,"{""relevance"": 2, ""justification"": ""The product is a concealer and addresses key use cases like covering blemishes and under-eye dark circles. However, cons mention cakey finish, irritation, and poor longevity, contradicting coverage and comfort claims in the query.""}",2,"The product is a concealer and addresses key use cases like covering blemishes and under-eye dark circles. However, cons mention cakey finish, irritation, and poor longevity, contradicting coverage and comfort claims in the query.",ok
34,P0289,Cool-toned contour for fair skin,multiple_requirements,Cream Contour Palette,"{""relevance"": 2, ""justification"": ""The product is a contouring palette with cool-toned shades and is suitable for fair skin, as noted in best uses. However, explicit evidence for cool-toned shades is missing; only general contouring and fair skin compatibility are affirmed.""}",2,"The product is a contouring palette with cool-toned shades and is suitable for fair skin, as noted in best uses. However, explicit evidence for cool-toned shades is missing; only general contouring and fair skin compatibility are affirmed.",ok
29,P0771,Waterproof makeup remover,single_property,On-The-Go Oopsies Waterproof Makeup Remover,"{""relevance"": 3, ""justification"": ""The product is explicitly described as 'waterproof makeup remover' and functions as intended for removing makeup, including eye makeup. No query-relevant contradiction exists in the evidence.""}",3,"The product is explicitly described as 'waterproof makeup remover' and functions as intended for removing makeup, including eye makeup. No query-relevant contradiction exists in the evidence.",ok
1,P0820,Hydrating face primer,single_property,The POREfessional Hydrating Primer Mini,"{""relevance"": 3, ""justification"": ""The product is a hydrating face primer with hyaluronic acid and shea butter, offering 12-hour hydration and smooth makeup application. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.""}",3,"The product is a hydrating face primer with hyaluronic acid and shea butter, offering 12-hour hydration and smooth makeup application. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.",ok
12,P0549,Something to stop my makeup from looking patchy,problem_or_negative_constraint,Invisible Touch Face Fixing Powder,"{""relevance"": 2, ""justification"": ""The product addresses patchy makeup by offering a matte finish and oil control, supporting the need to prevent patchiness. However, it emphasizes dry patches in cons, which contradicts the query's goal of preventing patchiness.""}",2,"The product addresses patchy makeup by offering a matte finish and oil control, supporting the need to prevent patchiness. However, it emphasizes dry patches in cons, which contradicts the query's goal of preventing patchiness.",ok
6,P0219,Long-lasting bright pink cream blush,multiple_requirements,Cheeks Out Freestyle Cream Blush,"{""relevance"": 3, ""justification"": ""The product is a cream blush with long-lasting wear and a bright pink shade, matching the query's core requirements. No query-relevant contradiction exists in the evidence.""}",3,"The product is a cream blush with long-lasting wear and a bright pink shade, matching the query's core requirements. No query-relevant contradiction exists in the evidence.",ok
2,P1266,Pore-minimizing face primer with a matte finish for oily skin,multiple_requirements,Your Skin But Better Makeup Primer+ Oil-Free,"{""relevance"": 3, ""justification"": ""The product is a face primer with a matte finish, oil-free formula, and explicitly states it refines the look of pores with continued use. No query-relevant contradiction exists in the evidence.""}",3,"The product is a face primer with a matte finish, oil-free formula, and explicitly states it refines the look of pores with continued use. No query-relevant contradiction exists in the evidence.",ok
44,P1138,Tinted moisturizer with a natural finish that lasts through a day of hiking,multiple_requirements,Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30,"{""relevance"": 1, ""justification"": ""The product has a natural dewy finish and offers hydration, supporting the finish and daily wear. However, it lacks durability for hiking, as cons mention smudging, flaking, and poor coverage—directly contradicting the need for day-long hiking performance.""}",1,"The product has a natural dewy finish and offers hydration, supporting the finish and daily wear. However, it lacks durability for hiking, as cons mention smudging, flaking, and poor coverage—directly contradicting the need for day-long hiking performance.",ok
39,P0453,Color corrector that does not dry out the under-eye area,problem_or_negative_constraint,HD Pro Corrector Concealer,"{""relevance"": 2, ""justification"": ""The product includes a hydrating, non-drying texture and is explicitly designed to brighten under-eye circles, supporting the query's need for a non-drying color corrector. However, cons mention drying and emphasizing dry patches, creating a contradiction on dryness.""}",2,"The product includes a hydrating, non-drying texture and is explicitly designed to brighten under-eye circles, supporting the query's need for a non-drying color corrector. However, cons mention drying and emphasizing dry patches, creating a contradiction on dryness.",ok
1,P0503,Hydrating face primer,single_property,Hydro Hero Primer,"{""relevance"": 3, ""justification"": ""The product is a face primer explicitly formulated for hydration with hyaluronic acid and cucumber extract, providing 48-hour hydration and a hydrated base. No query-relevant contradiction exists in the evidence.""}",3,"The product is a face primer explicitly formulated for hydration with hyaluronic acid and cucumber extract, providing 48-hour hydration and a hydrated base. No query-relevant contradiction exists in the evidence.",ok
33,P0967,Creamy contour stick,single_property,Sculpting Touch Creamy Stick Contour,"{""relevance"": 3, ""justification"": ""The product is a creamy contour stick from KIKO Milano, explicitly described as 'super-blendable' with a 'creamy' texture and used for contouring. All explicit query requirements are affirmed; no query-relevant contradictions exist.""}",3,"The product is a creamy contour stick from KIKO Milano, explicitly described as 'super-blendable' with a 'creamy' texture and used for contouring. All explicit query requirements are affirmed; no query-relevant contradictions exist.",ok
43,P1140,Tinted moisturizer that doesn't clog pores or cause breakouts,problem_or_negative_constraint,Tinted Moisturizer SPF 24,"{""relevance"": 1, ""justification"": ""The product is a tinted moisturizer with non-drying, hydrating properties and a sheer finish, supporting pore-clog prevention. However, it causes irritation and has a heavy feel, contradicting the requirement to not cause breakouts.""}",1,"The product is a tinted moisturizer with non-drying, hydrating properties and a sheer finish, supporting pore-clog prevention. However, it causes irritation and has a heavy feel, contradicting the requirement to not cause breakouts.",ok
7,P0836,Powder blush that does not accentuate skin texture,problem_or_negative_constraint,Powder Blush Palette,"{""relevance"": 2, ""justification"": ""The product is a powder blush, and the description mentions a 'natural-looking finish' and 'blends easily', supporting the desire to avoid accentuating skin texture. However, 'too shiny/glittery' in cons contradicts the need for non-accentuating texture, making it uncertain.""}",2,"The product is a powder blush, and the description mentions a 'natural-looking finish' and 'blends easily', supporting the desire to avoid accentuating skin texture. However, 'too shiny/glittery' in cons contradicts the need for non-accentuating texture, making it uncertain.",ok
11,P1150,Translucent setting powder that does not leave a white cast in photos,problem_or_negative_constraint,Translucent Pressed Setting Powder Ultra-Blur,"{""relevance"": 3, ""justification"": ""The product is translucent and talc-free, with evidence it does not change foundation color (90% agreement) and provides a soft matte finish. No contradiction exists regarding white cast in photos; evidence supports no color shift or white cast.""}",3,"The product is translucent and talc-free, with evidence it does not change foundation color (90% agreement) and provides a soft matte finish. No contradiction exists regarding white cast in photos; evidence supports no color shift or white cast.",ok
