query_id,logical_product_id,query_text,query_type,product_name,brand,category,description,pros,cons,best_uses
48,P0768,Something for oily skin,broad_or_underspecified,Olay Simply Ageless Instant Wrinkle-Defying Foundation with SPF 28,CoverGirl,Foundation,"Conscious Beauty at Ulta BeautyTM Cruelty Free COVERGIRL + Olay Simply Ageless Instant Wrinkle-Defying Foundation minimizes the look of wrinkles and provides a youthful glow. Skin looks healthier and more hydrated thanks to the #1 anti-aging formula with hyaluronic complex and vitamin C, and SPF 28 helps protect from sun damage. Details Benefits Key Ingredients Younger-Looking Skin: This anti-aging foundation diminishes the look of fine lines and wrinkles for a more youthful glow Cruelty-Free: COVERGIRL products are Leaping Bunny Certified by Cruelty-Free International, meaning they are never tested on animals Hydrating Formula: Contains hyaluronic complex and vitamin C for healthier-looking skin Safe In The Sun: With SPF 28, this foundation helps protect skin from sun damage How To Use Dot foundation on forehead, cheeks and chin. Blend using fingertips or a makeup sponge. Use with any COVERGIRL Pressed Powder to help your look last.","good/buildable coverage, long-lasting wear, does not emphasize lines/wrinkles, hydrating/non-drying, smooth/creamy texture, easy to apply/use, flattering/good shade match, natural-looking finish, lightweight feel, resists smudging/transfer","creases/settles into lines, cakey finish, can cause breakouts, poor longevity, smudges/transfers/flakes","dry skin, everyday wear, combination skin, humid/hot weather, mature skin, oily skin, setting makeup"
41,P1139,Tinted moisturizer with SPF,single_property,Tinted Moisturizer Oil Free Natural Skin Perfector Broad Spectrum SPF 20,Laura Mercier,Tinted Moisturizer,"Laura Mercier's skin-perfecting secret to a flawless, demi-matte, no-makeup-makeup look. This multitasking blend of skincare and makeup helps control shine and provides a sheer hint of coverage. Perfect for normal to oily skin types. Details Benefits Research Results Formulated Without Same great formula, now in 20 shades and new improved packaging. Provides demi-matte, sheer coverage that instantly gives skin a soft-focus effect, all while providing a poreless look and blurring fine lines. Stays color-true; wears all day that makes skin look healthier with every application. This lightweight, ultra-sensorial water-break cream provides the benefits of makeup, skincare, and SPF in one step. Lightweight/non-greasy hydration Balances skin to prevent oil breakthrough Stays color-true Provides even coverage/ Applies evenly Creates a soft-focus effect Reduces appearance of pores Improves look of skin texture Skin looks smoother Reduces the appearance of fine lines and wrinkles Skin looks healthier with every application Sulfate Free Oil Free Fragrance Free Antioxidants Talc Free How To Use Easy to blend formula effortlessly becomes one with skin for the fastest No Makeup, Makeup look possible. Place a small amount on the back of your hand and apply to clean skin with fingertips. Mirror optional! 'For best results, use after your preferred Laura Mercier Pure Canvas Primer. For extended wear, follow with Translucent Loose Setting Powder.","good/buildable coverage, natural-looking finish, glowy/radiant finish, long-lasting wear, smooth/creamy texture, flattering/good shade match, blends easily, does not emphasize lines/wrinkles, lightweight feel, matte finish/oil control","heavy/thick feel, oxidizes/changes color, smudges/transfers/flakes, too expensive/poor value","natural/light makeup looks, everyday wear, mature skin, bronzing/contouring, covering blemishes/dark spots, humid/hot weather, oily skin, sensitive skin, setting makeup"
7,P0855,Powder blush that does not accentuate skin texture,problem_or_negative_constraint,Pressed Powder Blush,ColourPop,Blush,"ColourPop's Pressed Powder Blush is a silky, finely milled formula that glides on smoothly for a natural, healthy flush. This long-lasting formula blends evenly and builds up effortlessly for a subtle or bold blush. Details Benefits Long-lasting formula Silky, finely milled texture glides on smoothly Blends seamlessly without harsh lines Soft, rich pigment Blends easily & evenly Natural matte finish How To Use Using your favorite blush brush, start at the apples of the cheeks and blend upwards. Wear alone or layer for more dimension.","strong pigmentation/color payoff, flattering/good shade match, blends easily, long-lasting wear, natural-looking finish, matte finish/oil control, smooth/creamy texture, good value/affordable","packaging/applicator problems, poor longevity","cheeks/blush, fair/light skin tones, bronzing/contouring, deep/dark skin tones"
29,P1252,Waterproof makeup remover,single_property,Waterproof Eye & Lip Makeup Remover,ULTA Beauty Collection,Makeup Remover,"Conscious Beauty at Ulta BeautyTM Clean Ingredients Cruelty Free Give Back A must-have in your makeup bag. Ulta Beauty Collection's Waterproof Eye & Lip Makeup Remover is a multipurpose, dual-phase makeup remover that dissolves even the hardest to remove waterproof products without a greasy feeling leftover. Packaging may vary, same formula you love. Details Benefits Features Key Ingredients Gentle, yet effective dual-phase formulas activate upon shaken, working in perfect synergy to remove stubborn waterproof makeup Works on eyes, lips & face Ophthalmologist tested and safe for contact lens wearers Packaging bottle made from 100% Post-Consumer Recycled (PCR) plastic Proudly cruelty free with clean ingredients Enriched with coconut water, cucumber fruit extract and aloe to leave skin hydrated and smooth Glycerin acts as a moisturizer, soothing skin and leaving it with a soft after feel How To Use Activate the dual-phase formula by shaking the bottle and mixing layers. Apply to face using a cotton pad in gentle strokes. Warning: Discontinue use if irritation occurs.","removes makeup effectively, gentle/non-irritating, resists smudging/transfer, hydrating/non-drying, removes waterproof makeup","causes irritation/burning, does not remove makeup effectively, drying/emphasizes dry patches","removing eye makeup, removing waterproof makeup"
33,P0231,Creamy contour stick,single_property,Chubby Stick Sculpting Contour,Clinique,Contouring,"Clinique Chubby Stick Sculpting Contour is a creamy contouring stick. Creates the illusion of depth and makes areas appear to recede. Details Benefits Formulated Without Shimmer-less formula swipes on, adds depth and definition where you want it. Blends easily. Long-wearing. Works best for light to medium skin tones. Use it with Chubby Stick Sculpting Highlight to visually sculpt your face. Dermatologist and ophthalmologist tested. Allergy tested. Parabens Phthalates Fragrance How To Use Glide on over bare skin or foundation to add contour to hollow of cheeks, along jawline and other areas.Glide on over bare skin or foundation to add contour to hollow of cheeks, along jawline and other areas.","blends easily, easy to apply/use, flattering/good shade match, long-lasting wear, smooth/creamy texture, glowy/radiant finish, natural-looking finish, removes makeup effectively, strong pigmentation/color payoff","difficult to blend, patchy/streaky finish, shade/color mismatch or inaccurate photos","bronzing/contouring, everyday wear, cheeks/blush, highlighting, humid/hot weather, medium/olive skin tones, natural/light makeup looks, travel/on-the-go touch-ups"
26,P0089,Champagne powder highlighter with a blinding glow for evening makeup,multiple_requirements,Beam Bright Highlighter,Revolution Beauty,Highlighter,"Make your skin glow like it's golden hour with the Revolution Beauty Beam Bright Highlighters: A luxurious silky powder that melts into the skin like a liquid. This unique fluid formula creates a soft luminous glow to the dimensions of the skin. Details Features Silky powder formula Melts into the skin like a liquid Provides an effortless golden hour glow Compact design, perfect for on-the-go How To Use Apply to the tops of the cheekbones, cupids bow and down the bridge of the nose for A lit-from-within, golden-hour glow!","glowy/radiant finish, good value/affordable, smooth/creamy texture",,highlighting
9,P1145,Setting powder,broad_or_underspecified,Translucent Loose Setting Powder Mini,Anastasia Beverly Hills,Setting Spray & Powder,"Conscious Beauty at Ulta BeautyTM Cruelty Free Perfect, brighten and set makeup in place with Mini Loose Setting Powder by Anastasia Beverly Hills. Details Benefits Formulated Without Lightweight, silky loose powder formula is easily blendable and sets makeup with a smooth, flawless matte finish Melts into the skin to perfect, brighten and keep makeup set all day Delivers a long-wearing effect to makeup Powder absorbs oil, minimizes shine and mattifies Finely milled, superfine powder blurs the look of fine lines, unevenness and pores Universal translucent shade Travel-friendly size Clinically tested Dermatologist tested Noncomedogenic Cruelty-free Gluten Oil How To Use After perfecting the complexion with foundation, set the look with Loose Setting Powder. First, tap a small amount of the powder into the lid. Next, saturate the side of a makeup sponge or powder brush with the powder, tap off the excess and then lightly press and roll in areas you want to set. Focus on the T-zone and under-eye area. For a natural set, dust powder over the face using a large powder brush. For oily skin, use a small powder brush or A23 Pro Brush to press powder into the skin in areas that tend to experience excess shine. Pro Tips: Apply Loose Setting Powder using the tip of a makeup sponge to set hard-to-reach areas for a precise setting. Use the translucent shade or a light shade in areas you want to highlight for a brightening effect. Apply shade Banana to the apple of the cheek to brighten dullness and neutralize mild redness. Use shade Golden Orange to spot correct acne scars and darkness around the nose and mouth on deep skin tones. Apply Deep Peach to the under-eye area and around the mouth to neutralize the blue from dark circles and discoloration on deeper skin tones.","smooth/creamy texture, glowy/radiant finish, convenient packaging/applicator, does not emphasize lines/wrinkles, flattering/good shade match, lightweight feel, long-lasting wear, matte finish/oil control, natural-looking finish","drying/emphasizes dry patches, cakey finish, creases/settles into lines, heavy/thick feel, oxidizes/changes color","setting makeup, oily skin, under-eye dark circles/brightening, cheeks/blush, covering blemishes/dark spots, deep/dark skin tones, dry skin, sensitive skin"
25,P0127,Affordable highlighter,single_property,Blushed Liquid Blushlighter,Juvia's Place,Highlighter,"Juvia's Liquid Blushlighter delivers flawless, pigmented color that catches the light in all the right places. Infused with radiance reflecting pearls; it creates a stunning, and multidimensional glow. Blushlighter seamlessly blends high-impact pigment with luminous pearls to enhance the cheekbones. Details Features Formulated Without Vitamin E for Nourishing Hydration Pthalates, Parabens, Gluten and Non-comedogenic ingredients","glowy/radiant finish, strong pigmentation/color payoff, natural-looking finish, blends easily, flattering/good shade match, smooth/creamy texture, convenient packaging/applicator, good value/affordable, long-lasting wear","patchy/streaky finish, too expensive/poor value, too shiny/glittery","cheeks/blush, highlighting, humid/hot weather, natural/light makeup looks, bronzing/contouring, under-eye dark circles/brightening"
39,P0226,Color corrector that does not dry out the under-eye area,problem_or_negative_constraint,Chill Out Smoothing Color Corrector,FLOWER Beauty,Color Correcting,"FLOWER Beauty's Chill Out Smoothing Color Corrector instantly neutralizes and brightens dark circles while hydrating and moisturizing skin. Details Benefits Key Ingredients Peach-toned color corrector instantly neutralizes and brightens dark circles Under-eye will appear brighter and illuminated Treated pigments provide a soft-focus effect, while Vitamin E and jojoba extract provide antioxidants and moisturizing benefits Gluten-Free Infused with hemp-derived CBD to nourish, hydrate and smooth skin Features Vitamin E and Jojoba extract to moisturize and provide antioxidants How To Use Dip finger into the pot. Apply a thin layer to disguise and spot treat any dark spots, blemishes, redness, or discolorations. Using the Precision Blending Sponge or the Ultimate 3-in-1 Blending Sponge, immediately blend well into skin. Next, apply Light Illusion Foundation to create a smooth and even finish. Then, follow with Light Illusion Concealer to highlight and brighten. Precautions: Please consult a physician prior to using if pregnant or breastfeeding. For external use only. Keep out of reach of children.","smooth/creamy texture, hydrating/non-drying, long-lasting wear, blends easily, easy to apply/use, good value/affordable, good/buildable coverage","cakey finish, drying/emphasizes dry patches, causes irritation/burning, creases/settles into lines, difficult to blend, heavy/thick feel, oxidizes/changes color","under-eye dark circles/brightening, alone instead of foundation, everyday wear, covering blemishes/dark spots, dry skin, mature skin, professional/MUA kit, sensitive eyes, under foundation/makeup"
48,P0178,Something for oily skin,broad_or_underspecified,Bye Bye Pores Translucent Loose Setting Powder,IT Cosmetics,Setting Spray & Powder,"Conscious Beauty at Ulta BeautyTM Give Back IT Cosmetics Bye Bye Pores Translucent Loose Setting Powder minimizes the look of pores and imperfections for an airbrushed, flawless makeup look. Ideal for oily skin. Details Benefits Key Ingredients A loose powder that instantly minimizes the look of large pores and imperfections for an airbrushed finish Developed with plastic surgeons, this pore-minimizing setting powder is great for all skin types and ideal for oily skin Best-selling, award-winning translucent powder creates the look of smooth skin for a flawless look Instantly minimizes the look of large pores and skin imperfections Acts as a finishing powder and makeup setting powder to set face makeup, including foundation and concealer Universal translucent shade works on all skin tones Delivers a natural, matte finish that lasts! #1 Prestige Face Makeup Brand in the U.S. (Source: The NPD Group/ U.S. Prestige Beauty Total Measured Market, Makeup Brand Dollar Sales, January-November 2020) Silk Hydrolyzed Collagen Antioxidants Peptides How To Use Love Beauty Fully Complexion Powder Brush #225 Beauty tips: Want to set your concealer? Use a fluffy eye shadow brush to apply Bye Bye Pores underneath the eye for controlled application.","smooth/creamy texture, good/buildable coverage, lightweight feel, long-lasting wear, natural-looking finish","heavy/thick feel, patchy/streaky finish, poor longevity, too expensive/poor value","setting makeup, cheeks/blush, combination skin, dry skin, eyeshadow/eye looks, fair/light skin tones, humid/hot weather, long-wear events, mature skin, oily skin"
41,P0203,Tinted moisturizer with SPF,single_property,CCC Clean Corrective with Vitamin C Tinted Moisturizer SPF 30,Honest Beauty,Tinted Moisturizer,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Sustainable Packaging Brand Give Back Honest Beauty's CCC Clean Corrective with Vitamin C Tinted Moisturizer SPF 30 protects skin from the harsh rays and defends against blue light, while the skin-loving formula soothes, nourishes, and moisturizes skin all day. Details Benefits Features Formulated Without 6-in-1 skincare-hybrid with mineral SPF 30 Sheer, breathable color Diffuses lines + imperfections Moisturizes, protects and perfects skin in one step Award-winning Dermatologist Tested Non-comedogenic Vegan + Cruelty free 100% recycled paper carton Carton is made from 100% recycled paper . HOW TO RECYCLE: Remove the cap and pump from the tube. Discard the cap and pump. Be sure to completely rinse out the product from the tube before recycling. RECYCLING INFORMATION: Curious to learn more, check out Your Local Recycling Center. For US ONLY. Parabens Phthalates Talc Synthetic Fragrances Chemical Sunscreens How To Use Apply in a smooth even layer to your (cleansed + moisturized) face and neck, or just on those areas where you want more color correction. Build up + blend me to perfection. Tip: Product may take some time to warm up to the skin. Please wait for it to dry to a smooth, velvety texture. Blend it out with a brush or makeup sponge for a sheer, lightweight coverage. How To Recycle Your Empty Tube: Curious to learn more, check out Your Local Recycling Center. For external use only. Do not use on damaged or broken skin. When using this product keep out of eyes and eye area. Rinse with water to remove. Stop use and ask a doctor if rash or irritation develops and lasts. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away. Remove the cap and pump from the tube. Discard the cap and pump. Be sure to completely rinse out the product from the tube before recycling.","glowy/radiant finish, good/buildable coverage, hydrating/non-drying, lightweight feel, blends easily, flattering/good shade match, natural-looking finish, long-lasting wear, smooth/creamy texture, good value/affordable","heavy/thick feel, poor/insufficient coverage, shade/color mismatch or inaccurate photos, creases/settles into lines, patchy/streaky finish, too expensive/poor value, cakey finish, causes irritation/burning, difficult to blend, drying/emphasizes dry patches","humid/hot weather, sensitive skin, cheeks/blush, combination skin, oily skin, under-eye dark circles/brightening"
11,P0903,Translucent setting powder that does not leave a white cast in photos,problem_or_negative_constraint,PRO Setting Brightening Loose Setting Powder,L.A. Girl,Setting Spray & Powder,"With the L.A. Girl PRO Setting Brightening Loose Setting Powder, you're just a few taps away from makeup that stays put, no matter the day's adventures. Details Features Benefits Blurs imperfections, minimizes shine, and provides a picture-perfect canvas for your look. Lightweight powder that blurs under eye imperfections and sets face. Mesh screen for mess free application. Infused with calendula oil & olive sqaulane to lock in moisture. Cruelty free",,cakey finish,"cheeks/blush, everyday wear, under-eye dark circles/brightening"
32,P1122,I need a makeup remover for everyday use,broad_or_underspecified,Take The Day Off Cleansing Balm Makeup Remover,Clinique,Makeup Remover,"Clinique Take The Day Off Cleansing Balm Makeup Remover is a silky, lightweight makeup remover that quickly dissolves tenacious eye and face makeups, sunscreens. Details Benefits Key Ingredients Research Results All Skin Types Clinique's iconic makeup remover in a silky balm formula. Solid makeup-removing balm transforms into a silky oil-based cleanser upon application. Cleans thoroughly, rinses off completely. Gently helps remove the stress of pollution so skin looks younger, longer. Built on Dermatological Science: As a dermatologist-guided brand, Clinique's commitment to safety starts with skincare science. Clinique partners with the best minds in dermatology and formulate for all skin types, tones, concerns - in service of all skin. Allergy tested. Dermatologist Tested. Ophthalmologist tested. Safe for sensitive skin and sensitive eyes. Paraben-free. Phthalate-free. Fragrance-free. No matter how late it is or how tired you are, remove your makeup. Going to bed with makeup on can lead to dullness, irritation, and clogged pores. Clinique's Take The Day Off formulas work gently, effectively. How will you take the day off? Safflower seed oil: Works efficiently to help break up natural oil found on skin, as well as dissolves hard-to-remove makeup. Rich in linoleic acid, this natural emollient helps leave skin feeling soft and nourished. Rich in linoleic acid, this natural emollient helps leave skin, lashes, and brows nourished. Over 95% removal of face makeup, sunscreen, and pollutants.* *Average removal of longwearing foundation, hybrid sunscreen, and carbon powder. How To Use Use this makeup remover balm before other cleansers and treatment products. Massage cleansing balm over dry skin with dry fingertips. Rinse well with warm water. Pat dry Follow with cleanser, then apply eye cream, serum, and moisturizer. Follow with Clinique Take the Day Off Makeup Remover for Lids, Lashes, & Lips.","removes makeup effectively, gentle/non-irritating, resists smudging/transfer, good/buildable coverage, long-lasting wear, smooth/creamy texture","causes irritation/burning, can cause breakouts, does not remove makeup effectively, too expensive/poor value",
46,P1138,Moisturizing BB cream with sheer coverage and SPF 30,multiple_requirements,Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30,Laura Mercier,Tinted Moisturizer,"Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30 is Laura Mercier's skin-perfecting secret to a flawless, dewy, no-makeup-makeup look. This multitasking blend of skincare and makeup blurs imperfections, with a sheer hint of coverage. Details Benefits Key Ingredients Perfect your skin with a sheer hint of coverage for an effortless no-makeup makeup dewy finish This perfect blend of skincare and makeup improves your skin over time with a Hydrating Complex made up of Macadamia and Kukui Seed Oils that helps increase the skin's moisture levels long-term for 24 hours of hydration, while reducing the signs of visibly dry skin The lightweight formula, infused with Tamarind Seed Extract, helps skin retain moisture to prevent water evaporation, for long lasting hydration A Broad Spectrum SPF 30 UVB/UVA sunscreen plus a power-blend of antioxidant vitamins C and E help protect skin from the damaging effects of the environment Macadamia and Kukui Seed Oils to support healthy skin function Tamarind Seed Extract to lock in moisture and give enhanced antioxidant protection Silica Treated Pigments helps create a soft focus effect for a naturally dewy finish Glycerin to soften fine lines, revitalizing hydration Vitamin Complex of C & E to protect the skin from environmental agressors Broad spectrum SPF 30 UVA/UVB sunscreen for ideal protection from the sun's harmful, skin-damaging rays How To Use Place a small amount on the back of your hand and apply to face with a makeup sponge or with clean fingertips. Focus on one area at a time and blend well. For best results, use after your preferred Laura Mercier Foundation Primer (sold separately).","natural-looking finish, good/buildable coverage, hydrating/non-drying, long-lasting wear, smooth/creamy texture, glowy/radiant finish, blends easily, flattering/good shade match, lightweight feel, easy to apply/use","drying/emphasizes dry patches, heavy/thick feel, cakey finish, can cause breakouts, causes irritation/burning, poor/insufficient coverage, smudges/transfers/flakes","everyday wear, natural/light makeup looks, covering blemishes/dark spots, dry skin, combination skin, humid/hot weather, mature skin"
47,P0202,CC cream that does not oxidize or turn orange over time,problem_or_negative_constraint,CC Water with Hyaluronic Acid,Erborian,BB & CC Creams,"Erborian's CC Water is an aqua gel-based skin perfecting product that enhances the complexion with encapsulated pigments, while helping to soothe, color correct and hydrate the skin. CC Water has been designed especially for those who prefer an ultra-light, cream-alternative formula. Details Benefits Features Formulated Without Soothes, color corrects & hydrates skin Evens out and illuminates complexion Ultra-light, aqua gel-based formula keeps skin looking and feeling more hydrated Encapsulated pigments adjust to skin tone for a filter-like look CC Water has been designed especially for those who prefer an ultra-light, cream-alternative formula Its gel texture is enriched with Hyaluronic Acid to help keep the skin looking and feeling more hydrated Like its CC Classic alternative, CC Water adjusts to the skin tone to even out and illuminate the complexion CC Water gives skin a filter-like look; fresh & plumped with a dewy effect, without any oily residue Parabens Sulfates Phthalates How To Use Apply a fine layer on the face, just like your daily moisturizer. Due to the unique texture of CC Water, pigments appear slightly darker than Erborian's CC Classic Creams in corresponding shades, therefore only a very small amount of product is needed with each use.","glowy/radiant finish, hydrating/non-drying, good/buildable coverage, lightweight feel, smooth/creamy texture, does not emphasize lines/wrinkles, easy to apply/use, flattering/good shade match, natural-looking finish","heavy/thick feel, patchy/streaky finish, poor/insufficient coverage, cakey finish, shade/color mismatch or inaccurate photos","cheeks/blush, combination skin, bronzing/contouring, covering blemishes/dark spots, everyday wear, fair/light skin tones, humid/hot weather, mature skin, rosacea/redness-prone skin"
8,P1264,Something that adds life to the face,broad_or_underspecified,Your Most Beautiful You Anti-Aging Face Palette,IT Cosmetics,Highlighter,"Conscious Beauty at Ulta BeautyTM Give Back IT Cosmetics Your Most Beautiful You Anti-Aging Face Palette is all about the naturally pretty look of vitality and radiance. Details Benefits Includes 3-in-1 must-have palette with Drops of Light Technology for the naturally pretty look of vitality Matte bronzer warms your complexion, radiance luminizer creates a lit-from-within glow & brightening blush restores your youthful flush of color Talc-free, highly pigmented, ultra long-wearing shades Anti-aging hydrolyzed collagen, silk and peptides! #1 Prestige Face Makeup Brand in the U.S. (Source: The NPD Group/ U.S. Prestige Beauty Total Measured Market, Makeup Brand Dollar Sales, January-November 2020) Luminizer in Live (0.19 oz) Bronzer in Laugh (0.39 oz) Blush in Love (0.2 oz) How To Use Swirl your favorite IT Cosmetics brush in bronzer and apply where the sun naturally hits your face, including your forehead, nose and chin. Then, brush luminizer over the areas of your face you wish to appear visually lifted, including the top of your cheekbones and brow bones. Add a youthful flush of color by applying blush to the apples of your cheeks. See enclosed how-to guide for reference. Recommended to use with the IT Cosmetics Heavenly Luxe French Boutique Blush Brush for best results. Just lightly dust over the apples of your cheeks using light, upward sweeping motions. Just the lightest touch of this blush, provides a gorgeous flush of color that lasts all day! For more intense color, apply a second dusting of blush. If you over apply, dust a bit of foundation or finishing powder over the top to soften. Beauty tip: To achieve the perfect bronze glow, swirl your brush in both the matte bronzer and radiance luminizer, then dust onto your face and décolleté for beautifully soft results.","good/buildable coverage, long-lasting wear, easy to apply/use, glowy/radiant finish, blends easily, good value/affordable, smooth/creamy texture",,"bronzing/contouring, cheeks/blush, highlighting, humid/hot weather, everyday wear, eyeshadow/eye looks"
28,P0132,Something that brightens,broad_or_underspecified,Boi-ing Bright On Brightening Undereye Concealer,Benefit Cosmetics,Concealer,"Conscious Beauty at Ulta BeautyTM Clean Ingredients Sustainable Packaging Brand That's bright - Benefit's Boi-ing Bright On Brightening Undereye Concealer visibly brightens undereyes with red algae extract and Vitamin C derivative, helps hide dark circles with color-correcting pigments, and helps seal in hydration with a serum-like formula for a healthy-looking undereye glow. Details Benefits Features 3-in-1 Brightening! Immediately brighten undereyes Color correct dark circles Feels lightweight & silky-smooth Applies & blends easily Buildable coverage Non-caking 8-hour* longwear Waterproof *Instrumental test on 20 participants 94% said finish is luminous** 95% said skin looks soft & supple** **Self-evaluation by 103 participants after 1 week How To Use Get lit! Apply 3 delicate dots of concealer to each undereye using doe foot applicator. Gently blend using fingertip, from innermost corner outward. Layer for additional brightening. Touch up throughout the day as desired. Boi-ing Bright On Concealer","good/buildable coverage, flattering/good shade match, hydrating/non-drying, smooth/creamy texture, blends easily, glowy/radiant finish, natural-looking finish","causes irritation/burning, drying/emphasizes dry patches, cakey finish, creases/settles into lines","under-eye dark circles/brightening, fair/light skin tones, mature skin, natural/light makeup looks"
30,P0687,Gentle cleansing balm suitable for sensitive skin,multiple_requirements,Melting Balm Makeup Remover,ULTA Beauty Collection,Makeup Remover,"Conscious Beauty at Ulta BeautyTM Clean Ingredients Cruelty Free Give Back Nourishing, softening, and soothing -- your cleansing triple threat. Discover the joy of a clean, fresh face with Ulta Beauty Collection's Melting Balm Makeup Remover that melts away makeup yet is gentle enough to use every day. Details Benefits Features Key Ingredients Nourishes, softens, soothes and calms skin Sweet almond and grapeseed oils melt away makeup, dirt, & controls shine Thick, balm formula Leaves skin feeling silky smooth Gentle enough for daily use Easy to rinse off, no residue left behind Dermatologist tested Proudly cruelty-free with clean ingredients Formulated without parabens, sulfates, and phthalates Sweet almond & grapeseed oils: soften and soothe the skin Shea butter & vitamin E: deeply nourish skin How To Use Apply the Melting Balm Makeup Remover to dry skin, give yourself a little facial massage, gradually working the product over your skin. Rinse with lukewarm water, then pat dry with a damp cloth. For best results, follow up with your favorite Ulta Beauty Collection moisturizers.","hydrating/non-drying, removes makeup effectively, resists smudging/transfer, smooth/creamy texture, gentle/non-irritating, good value/affordable, removes waterproof makeup",causes irritation/burning,"dry skin, everyday wear, cheeks/blush, covering blemishes/dark spots, sensitive skin"
9,P0455,Setting powder,broad_or_underspecified,HD Studio Finishing Powder Translucent Setting Powder,NYX Professional Makeup,Setting Spray & Powder,Conscious Beauty at Ulta BeautyTM Vegan Cruelty Free Give Back Steal the show with NYX Professional Makeup Studio Finishing Powder made with 100% pure silica minerals to help provide a luminous photo ready makeup look! Details Benefits Key,"smooth/creamy texture, long-lasting wear, strong pigmentation/color payoff","patchy/streaky finish, cakey finish, creases/settles into lines, difficult to blend, difficult/messy application, drying/emphasizes dry patches","setting makeup, under-eye dark circles/brightening, beginners/learning makeup, eyeshadow/eye looks, oily skin, professional/MUA kit"
13,P0568,Full-coverage foundation,single_property,Keep Me Covered Long-Lasting Foundation,Essence,Foundation,"Conscious Beauty at Ulta BeautyTM Vegan Cruelty Free Give Back Essence Keep Me Covered Long-Lasting Foundation gives a natural-looking medium to full coverage finish for up to 16 hours! Details Features Formulated Without Super soft formula provides medium to high coverage Seamlessly melts into skin, giving your complexion an even, healthy look Up to 16 hour wear Pair with the Keep Me Covered Concealer for flawless looking skin Cruelty free Animal by-products Parabens Oil Fragrance Preservatives Microplastic particles How To Use For best overall application, pump essence Keep Me Covered Long-Lasting Foundation on hand and apply with a damp essence Makeup And Baking Sponge or essence Makeup Buffer Brush. Apply one pump for light coverage and two to three pumps for medium-to-full coverage. Set foundation with essence Fix & Last 14H Make-Up Fixing Loose Powder.","good/buildable coverage, blends easily, good value/affordable, long-lasting wear, natural-looking finish, flattering/good shade match, lightweight feel, matte finish/oil control, pleasant/subtle scent","cakey finish, difficult to blend, patchy/streaky finish","acne-prone skin, cheeks/blush, everyday wear, oily skin, travel/on-the-go touch-ups"
29,P1123,Waterproof makeup remover,single_property,"Take The Day Off Makeup Remover For Lids, Lashes & Lips",Clinique,Makeup Remover,"Clinique's best-selling makeup remover Take The Day Off Makeup Remover For Lids, Lashes & Lips is a totally tugless formula that whisks away makeup. Details Benefits Formulated Without Dissolves and ""lifts away"" long-wearing makeup, even waterproof mascara. Non-irritating, non-stinging. Dermatologist and ophthalmologist tested. Allergy tested. Parabens Phthalates Oil-free Denatured alcohol Synthetic colors SLS SLES Sulfates Gluten Fragrance How To Use Shake makeup remover bottle well before using Saturate cotton ball Sweep on Wipe off Rinse with cool water before reapplying makeup","removes makeup effectively, gentle/non-irritating, resists smudging/transfer, good value/affordable, removes waterproof makeup, hydrating/non-drying","causes irritation/burning, too expensive/poor value","removing eye makeup, removing waterproof makeup, dry skin, everyday wear, humid/hot weather, lips/lip color, sensitive skin, under-eye dark circles/brightening"
27,P0432,Highlighter that does not contain chunky glitter,problem_or_negative_constraint,Golden Highlighter Trio,NATASHA DENONA,Highlighter,"Natasha Denona's GOLDEN HIGHLIGHTER TRIO debuts a NEW soft wet powder HY-BRID hydrating formula in 3 high-foiled finish golden shades, suitable for all skin tones. With skin-loving ingredients, these highlighters help to moisturize the skin, delivering a silky-smooth feel. Details Features Formulated Without Shades Features a BRAND-NEW hybrid formula that brings the luxurious feel of a cream to a wet powder form All shades in this universal palette can be used on all skin tones to illuminate the eyelids Highly-pigmented formula that effortlessly glides onto the skin with medium to high buildable coverage Formulated with Sodium Hyaluronate on Bentonite, which enhances the natural glow and deeply hydrates the skin, leaving it feeling silky-smooth and refreshed Can be used on the cheeks, eyes, or collarbones for an all-over neutral golden glow Paraben Free Mineral Oil Free D5 Free Uv Filter Free Pearl (soft golden champagne) SunGlow (nude gold) Bronze (golden bronze) How To Use Finger Application: Use clean fingers to apply the highlighter for full coverage and impactful look. Sponge Application: Use a sponge to dab the highlighter onto high points of the face and body for intense payoff. Brush Application: Use a highlighter brush to apply the highlighter for a more refined, subtle finish.","glowy/radiant finish, smooth/creamy texture, flattering/good shade match, long-lasting wear, strong pigmentation/color payoff, good value/affordable, natural-looking finish, easy to apply/use, resists smudging/transfer","poor longevity, heavy/thick feel, patchy/streaky finish, smudges/transfers/flakes, too expensive/poor value, too shiny/glittery","highlighting, fair/light skin tones, humid/hot weather, professional/MUA kit, bronzing/contouring, deep/dark skin tones, everyday wear, long-wear events"
